area,subarea,companyName,tel,postcodeDoro,addressDoro,addressJibun,filter,filternight,filter365,latitude,longitude,time
서귀포시,남원읍,조광약국,064-764-4159,63621,제주특별자치도 서귀포시 남원읍 태위로 633,제주특별자치도 서귀포시 남원읍 남원리 1341번지 1호,2,월/수,,33.27811772,126.7143724,
서귀포시,남원읍,민생약국,064-764-1079,63621,제주특별자치도 서귀포시 남원읍 태위로 687,제주특별자치도 서귀포시 남원읍 남원리 100번지 2호,1,,,33.27949709,126.719864,
서귀포시,남원읍,남원약국,064-764-0405,63621,제주특별자치도 서귀포시 남원읍 태위로 667,제주특별자치도 서귀포시 남원읍 남원리 116번지 4호,1,,,33.27893363,126.7178992,
제주시,노형동,매일약국,064-749-8876,63081,제주특별자치도 제주시 노연로 29 (노형동),제주특별자치도 제주시 노형동 913번지 7호,1,,,33.48625098,126.4832413,
제주시,노형동,생생약국,064-711-1788,63082,제주특별자치도 제주시 원노형남1길 1 (노형동),제주특별자치도 제주시 노형동 919-6,1,,,33.48400661,126.4807308,
제주시,노형동,가까운약국,064-745-6188,63082,"제주특별자치도 제주시 원노형남1길 11, 1층 106호 (노형동)",제주특별자치도 제주시 노형동 924-1,1,,,33.48424751,126.4817419,
제주시,노형동,천지약국,070-4544-3999,63083,"제주특별자치도 제주시 1100로 3347, 1층 (노형동)",제주특별자치도 제주시 노형동 3779번지 3호,1,,,33.48483722,126.4796056,
제주시,노형동,으뜸약국,064-749-0003,63083,"제주특별자치도 제주시 노형로 376, 1층 (노형동)",제주특별자치도 제주시 노형동 3788번지 12호,3,,오전 9:00 - 오후 10:30,33.48341472,126.4761263,
제주시,노형동,그린온누리약국,064-712-7369,63083,제주특별자치도 제주시 노형12길 27 (노형동),제주특별자치도 제주시 노형동 3784-10,1,,,33.4823233,126.4805171,
제주시,노형동,예은온누리약국,064-747-1225,63083,"제주특별자치도 제주시 노형8길 8, 1층 (노형동)",제주특별자치도 제주시 노형동 3787번지 1호,1,,,33.48400117,126.477847,
제주시,노형동,새봄약국,064-712-0086,63083,"제주특별자치도 제주시 1100로 3333, B호 (노형동)",제주특별자치도 제주시 노형동 841번지 노형2지구 13블럭 1롯트외 1필지,1,,,33.48362197,126.4801443,
제주시,노형동,신행복약국,064-712-6577,63083,"제주특별자치도 제주시 노형8길 2 (노형동, 지하1층)",제주특별자치도 제주시 노형동 3788번지 지하1층,1,,,33.48432624,126.4773462,
제주시,노형동,영제약국,064-726-3090,63083,"제주특별자치도 제주시 노형8길 3, 1층 (노형동)",제주특별자치도 제주시 노형동 3780번지 6호 1층,1,,,33.48444445,126.4777973,
제주시,노형동,예사랑약국,064-721-2091,63083,"제주특별자치도 제주시 노형11길 25, 1층 (노형동)",제주특별자치도 제주시 노형동 3792-12,1,,,33.4827941,126.4776266,
제주시,노형동,스마트약국,064-712-6706,63084,"제주특별자치도 제주시 연북로 1, 롯데마트 1층 (노형동)",제주특별자치도 제주시 노형동 708번지 롯데마트,1,,,33.48244219,126.481834,
제주시,노형동,마트존약국,064-746-6141,63084,제주특별자치도 제주시 1100로 3324(노형동),제주특별자치도 제주시 노형동 920-14,1,,,33.48302,126.4812051,
제주시,노형동,연동팜약국,064-747-7702,63085,"제주특별자치도 제주시 연북로 38, 1층 (노형동)",제주특별자치도 제주시 노형동 725번지 2호,1,,,33.48164977,126.4854034,
제주시,노형동,굿모닝약국,064-711-8995,63085,"제주특별자치도 제주시 연북로 40 (노형동,1층)",제주특별자치도 제주시 노형동 725번지 3호 1층,1,,,33.48163293,126.4856252,
제주시,노형동,대정약국,064-743-3734,63085,제주특별자치도 제주시 과원북4길 35 (노형동),제주특별자치도 제주시 노형동 727번지 1호,1,,,33.48126223,126.4863716,
제주시,노형동,신진팜약국,064-746-5452,63085,"제주특별자치도 제주시 연북로 34, 1층 (노형동)",제주특별자치도 제주시 노형동 725번지,1,,,33.48166837,126.484952,
제주시,노형동,진약국,064-712-3365,63086,"제주특별자치도 제주시 연북로 28, 1층 (노형동)",제주특별자치도 제주시 노형동 719번지 4호,1,,,33.481678,126.4843641,
제주시,노형동,은우약국,064-748-7542,63087,"제주특별자치도 제주시 1100로 3283, 1층 (노형동, 영화빌딩)",제주특별자치도 제주시 노형동 740번지 1호 1층,1,,,33.47940439,126.4817979,
제주시,노형동,더건강한약국,064-746-2255,63089,"제주특별자치도 제주시 한라대학로 77-1, 1층 (노형동)",제주특별자치도 제주시 노형동 759번지 2호,1,,,33.47651589,126.4786434,
제주시,노형동,숲약국,064-747-8119,63092,"제주특별자치도 제주시 1100로 3213-27, 지하2층 202호 (노형동, 천마에코피아2차)",제주특별자치도 제주시 노형동 683번지 1호 천마에코피아2차,1,,,33.4760038,126.4815058,
제주시,노형동,정존약국,064-742-2378,63093,"제주특별자치도 제주시 고사마루길 2, 1층 (노형동)",제주특별자치도 제주시 노형동 2319번지 1호,1,,,33.48029087,126.472234,
제주시,노형동,미소약국,064-712-2928,63097,"제주특별자치도 제주시 월랑로8길 1 (노형동,아란야플라자 1층 105호)",제주특별자치도 제주시 노형동 1054번지 6호 아란야플라자 1층 105호,1,,,33.4888313,126.4766797,
제주시,노형동,열린약국,064-748-1551,63097,제주특별자치도 제주시 월랑로10길 34 (노형동),제주특별자치도 제주시 노형동 1050번지 1호,3,,오전 8:00 - 오후 9:00,33.49092825,126.4787614,
제주시,노형동,건강드림약국,064-744-0369,63098,"제주특별자치도 제주시 도령로 1, 1층 (노형동)",제주특별자치도 제주시 노형동 1289번지 5호,1,,,33.48681267,126.4793213,
제주시,노형동,노형한마음약국,064-747-7288,63098,"제주특별자치도 제주시 도령로 7, 1층 (노형동, 금성빌딩)",제주특별자치도 제주시 노형동 1296번지 12호,1,,,33.48666984,126.4801105,
제주시,노형동,유성약국,064-744-5477,63098,"제주특별자치도 제주시 도령로 5 (노형동,1층)",제주특별자치도 제주시 노형동 1296번지 5호 1층,1,,,33.48678756,126.4799328,
제주시,노형동,노형온누리약국,064-744-4880,63099,제주특별자치도 제주시 월랑로 3 (노형동),제주특별자치도 제주시 노형동 1288번지 1호,1,,,33.48647066,126.4784751,
제주시,노형동,노형타워약국,064-747-0828,63099,"제주특별자치도 제주시 노형로 지하 407, 102호 (노형동)",제주특별자치도 제주시 노형동 1288번지 6호,1,,,33.4858042,126.4784078,
제주시,노형동,명인약국,064-712-7965,63099,"제주특별자치도 제주시 노형로 407, 1층 106호 (노형동, 노형타워)",제주특별자치도 제주시 노형동 1288번지 5호,1,,,33.48582141,126.478301,
제주시,노형동,한라약국,064-712-7364,63099,"제주특별자치도 제주시 월랑로 33, 1층 (노형동, 한라빌딩)",제주특별자치도 제주시 노형동 1055번지 3호,1,,,33.48856091,126.4760826,
제주시,노형동,세원약국,064-742-9090,63099,"제주특별자치도 제주시 월랑로 5, 1층 (노형동)",제주특별자치도 제주시 노형동 1281번지 8호,1,,,33.48669003,126.4782634,
제주시,노형동,삼성약국,064-745-3025,63099,"제주특별자치도 제주시 월랑로 1 (노형동,1층)",제주특별자치도 제주시 노형동 1288번지 2호 1층,1,,,33.4863845,126.4785677,
제주시,노형동,행복나눔약국,064-747-7227,63100,제주특별자치도 제주시 월랑로 59 (노형동),제주특별자치도 제주시 노형동2577-4,1,,,33.49023224,126.4741995,
제주시,노형동,초록약국,064-713-7337,63100,"제주특별자치도 제주시 수덕로 6, 1층 (노형동)",제주특별자치도 제주시 노형동 2581-5,1,,,33.48866492,126.4753072,
제주시,노형동,밝은사랑약국,064-744-9952,63102,"제주특별자치도 제주시 수덕로 41, 1층 (노형동)",제주특별자치도 제주시 노형동 2529번지 1호,3,,오전 9:00 - 오후 9:30,33.48614833,126.4727846,
제주시,노형동,싱싱약국,064-711-7242,63083,제주특별자치도 제주시 노형로 386 (노형동),제주특별자치도 제주시 노형동 3788번지 16호,1,,,33.48415154,126.4769251,
제주시,노형동,정약국,064-713-0033,63099,제주특별자치도 제주시 수덕1길 3 로타리빌딩,제주특별자치도 제주시 노형동 1288-3,1,,,33.48624253,126.4782762,
제주시,노형동,메디팜월랑약국,064-742-9770,63100,제주특별자치도 제주시 월랑로 39,제주특별자치도 제주시 노형동 2581-3,1,,,33.48894626,126.4756147,
서귀포시,대정읍,서울약국,064-762-3530,63507,제주특별자치도 서귀포시 대정읍 하모상가로 325,제주특별자치도 서귀포시 대정읍 하모리 822번지 1호,1,,,33.24818365,126.564014,
서귀포시,대정읍,대정온누리약국,064-792-7545,63507,"제주특별자치도 서귀포시 대정읍 하모중앙로 76, 1층 3호",제주특별자치도 서귀포시 대정읍 하모리 943-2 1층 3호,1,,,33.22139088,126.2518101,
서귀포시,대정읍,시계탑약국,064-794-1763,63507,제주특별자치도 서귀포시 대정읍 하모이삼로 34-4 (시계탑약국),제주특별자치도 서귀포시 대정읍 하모리 849번지 16호,1,,,33.22332394,126.2512101,
서귀포시,대정읍,메디팜현대약국,064-794-0719,63507,제주특별자치도 서귀포시 대정읍 하모상가로 27,제주특별자치도 서귀포시 대정읍 하모리 945-1,1,,,33.22167157,126.2517091,
서귀포시,대정읍,건강약국,064-794-7575,63508,제주특별자치도 서귀포시 대정읍 하모상가로 51-1,제주특별자치도 서귀포시 대정읍 하모리 849번지 25호,2,화/수/목,,33.22220541,126.2541246,
서귀포시,대정읍,대정송약국,064-792-8842,63508,"제주특별자치도 서귀포시 대정읍 하모상가로 46, 1층 (경원빌딩)",제주특별자치도 서귀포시 대정읍 하모리 848-1,1,,,33.22160056,126.2536963,
서귀포시,대정읍,프라자약국,064-792-5557,63508,제주특별자치도 서귀포시 대정읍 신영로 109,제주특별자치도 서귀포시 대정읍 하모리 849번지 12호,1,,,33.22180756,126.2539348,
서귀포시,대정읍,삼성약국,064-794-8380,63510,제주특별자치도 서귀포시 대정읍 상모로 321 (모슬포약국),제주특별자치도 서귀포시 대정읍 하모리 821번지 4호,1,,,33.22231977,126.2551534,
서귀포시,대정읍,흙한약국,064-792-2243,63510,제주특별자치도 서귀포시 대정읍 상모대서로20번길 20,제주특별자치도 서귀포시 상모리 3810-10,1,,,33.22531707,126.2585171,
서귀포시,대정읍,프라임약국,064-794-9997,63644,"제주특별자치도 서귀포시 대정읍 에듀시티로 102, 104동 105호",제주특별자치도 서귀포시 대정읍 보성리 2417번지,1,,,33.28691522,126.2803435,
제주시,도남동,만년약국,064-726-8806,63200,제주특별자치도 제주시  서광로  268 (도남동),제주특별자치도 제주시 도남동 914번지 1호,1,,,33.49975337,126.5251914,
제주시,도남동,해모로약국,064-901-7378,63204,"제주특별자치도 제주시 연삼로 305, 101호 (도남동)",제주특별자치도 제주시 도남동 60-3 101호,1,,,33.49238537,126.5251671,
제주시,도남동,한결약국,064-727-1210,63205,제주특별자치도 제주시 신성로 78 (도남동),제주특별자치도 제주시 도남동 84번지 2호,1,,,33.4954441,126.5278056,
제주시,도두동,365약국,064-711-3652,63113,제주특별자치도 제주시 서해안로 161 (도두일동),제주특별자치도 제주시 도두1동 2626-5,1,,,33.50401597,126.4660518,
제주시,도련동,다정온누리약국,064-723-1923,63323,"제주특별자치도 제주시 건주로 33, 1층 (도련일동)",제주특별자치도 제주시 도련일동 1937번지 5호 1층,1,,,33.51644435,126.5809968,
제주시,도련동,별약국,064-723-0085,63323,"제주특별자치도 제주시 건주로 27, 1층 102호 (도련일동)",제주특별자치도 제주시 도련일동 1937번지 1호,1,,,33.51708821,126.581141,
제주시,도련동,삼화사랑약국,064-755-3545,63323,"제주특별자치도 제주시 건주로 43, 1층 (도련일동)",제주특별자치도 제주시 도련일동 1972번지 2호 1층,3,,오전 8:30 - 오후 9:00,33.515619,126.5809871,
제주시,도련동,진영약국,064-751-5657,63323,"제주특별자치도 제주시 건주로4길 6-8, SH 빌딩 103호 (도련일동)",제주특별자치도 제주시 도련일동 1938번지 3호,1,,,33.51676663,126.5802935,
제주시,도련동,시원한약국,064-753-8085,63323,"제주특별자치도 제주시 화삼북로 68, 삼화지구 신형빌딩 1층 102호 (도련일동)",제주특별자치도 제주시 도련일동 1938번지 2호 삼화지구 신형빌딩,3,,오전 9:00 - 오후 9:00,33.51706666,126.5802885,
제주시,도련동,설약국,064-723-7599,63323,"제주특별자치도 제주시 건주로 31, 한라신협 삼화지점 1층 (도련일동)",제주특별자치도 제주시 도련일동 1937번지 3호 한라신협 삼화지점,1,,,33.51677852,126.5809829,
서귀포시,동홍동,정문약국,064-733-4457,63585,"제주특별자치도 서귀포시 일주동로 8648-12 (동홍동, 정문약국)",제주특별자치도 서귀포시 동홍동 1507-32,1,,,33.25457225,126.5644287,
서귀포시,동홍동,부부약국,064-767-6013,63585,제주특별자치도 서귀포시 일주동로 8640 (동홍동),제주특별자치도 서귀포시 동홍동 1539번지 14호,1,,,33.25427957,126.5653015,
서귀포시,동홍동,한빛약국,064-762-3617,63585,제주특별자치도 서귀포시 장수로 36 (동홍동),제주특별자치도 서귀포시 동홍동 1518번지,1,,,33.25646143,126.5642476,
서귀포시,동홍동,조약국,064-763-2215,63585,제주특별자치도 서귀포시 중앙로 108 (동홍동),제주특별자치도 서귀포시 동홍동 1485-25,1,,,33.25422164,126.5611294,
서귀포시,동홍동,밝은 온누리약국,064-762-1192,63585,제주특별자치도 서귀포시 일주동로 8648-3 (동홍동),제주특별자치도 서귀포시 동홍동 1507-22,1,,,33.25420922,126.5641262,
서귀포시,동홍동,우리약국,064-739-4375,63587,"제주특별자치도 서귀포시 일주동로 8544, 1층 (동홍동, 동인빌딩)",제주특별자치도 서귀포시 동홍동 497번지 2호 1층,1,,,33.2550615,126.575544,
서귀포시,동홍동,동홍약국,064-732-1127,63588,제주특별자치도 서귀포시 동홍중앙로 49 (동홍동),제주특별자치도 서귀포시 동홍동 117-9,1,,,33.255056,126.5718352,
서귀포시,동홍동,신세계약국,064-733-7582,63589,제주특별자치도 서귀포시 태평로 505 (동홍동),제주특별자치도 서귀포시 동홍동 388-1,1,,,33.25033718,126.5714032,
서귀포시,법환동,월드컵약국,064-739-2112,63572,"제주특별자치도 서귀포시 일주동로 9213, GS25 1층 6호 (법환동)",제주특별자치도 서귀포시 법환동 843번지 GS25,1,,,33.24871234,126.5084912,
제주시,봉개동,동현약국,064-723-0490,63327,"제주특별자치도 제주시 삼봉로 327, A동 102호 (봉개동, 봉개 미소담)",제주특별자치도 제주시 봉개동 1798-5 봉개 미소담,1,,,33.49407932,126.5942191,
제주시,삼도1동,새우리약국,064-757-5149,63172,제주특별자치도 제주시 서사로 36 (삼도일동),제주특별자치도 제주시 삼도일동 751번지 18호,1,,,33.50924498,126.5196514,
제주시,삼도1동,서사라튼튼약국,064-752-7365,63182,제주특별자치도 제주시 서사로 137 (삼도일동),제주특별자치도 제주시 삼도일동 535번지 16호,3,,오전 9:00 - 오후 7:00,33.50014209,126.5200552,
제주시,삼도1동,해약국,064-725-2283,63182,제주특별자치도 제주시 서광로 263 (삼도일동),제주특별자치도 제주시 삼도일동 559-9,1,,,33.50022415,126.5245958,
제주시,삼도1동,성종약국,064-721-0224,63182,제주특별자치도 제주시 서광로 267 (삼도일동),제주특별자치도 제주시 삼도일동559-11,1,,,33.50023532,126.5249448,
제주시,삼도1동,우리약국,064-758-1894,63183,제주특별자치도 제주시 서광로 195 (삼도일동),제주특별자치도 제주시 삼도일동 518번지 10호,1,,,33.50019051,126.5174341,
제주시,삼도1동,미래약국,064-752-4955,63183,제주특별자치도 제주시 서광로 215 (삼도일동),제주특별자치도 제주시 삼도일동 534번지 10호,1,,,33.50012435,126.5195244,
제주시,삼도1동,한일온누리약국,064-725-2651,63183,"제주특별자치도 제주시 평전1길 20, 1층 (삼도일동)",제주특별자치도 제주시 삼도일동 517번지 6호,1,,,33.50059002,126.5171367,
제주시,삼도1동,금호약국,064-752-3200,63185,제주특별자치도 제주시 서광로 202 (삼도일동),제주특별자치도 제주시 삼도일동 565번지,1,,,33.49970348,126.5178752,
제주시,삼도1동,오즈약국,064-752-2030,63186,제주특별자치도 제주시 서광로 220 (삼도일동),제주특별자치도 제주시 삼도일동 570,1,,,33.49956589,126.5200809,
제주시,삼도1동,건강한약국,064-722-2004,63186,제주특별자치도 제주시 서사로 155 (삼도일동),제주특별자치도 제주시 삼도일동 571번지 1호,1,,,33.49846319,126.5200436,
제주시,삼도1동,새힘약국,064-755-4031,63187,"제주특별자치도 제주시 서광로 262, 1층 (삼도일동)",제주특별자치도 제주시 삼도일동 584-1,1,,,33.4997156,126.5244825,
제주시,삼도1동,하나로약국,064-726-0282,63183,제주특별자치도 제주시 서광로 189,제주특별자치도 제주시 삼도일동 518-5,1,,,33.50022435,126.5166539,
제주시,삼도2동,탑동보룡약국,064-726-4949,63165,"제주특별자치도 제주시 탑동로 24 (삼도이동, 형화빌딩)",제주특별자치도 제주시 삼도이동 1261번지 13호,3,,오전 8:00 - 오후 11:00,33.5175602,126.5224609,
제주시,삼도2동,관덕정약국,064-727-8558,63168,제주특별자치도 제주시 관덕로 18 (삼도이동),제주특별자치도 제주시 삼도이동 959번지 5호,1,,,33.51289497,126.5212796,
제주시,삼도2동,남문약국,064-751-9967,63170,제주특별자치도 제주시 중앙로 132,제주특별자치도 제주시 삼도이동 1234-1,1,,,33.50687216,126.5246982,
제주시,삼도2동,마트약국,064-722-7044,63165,제주특별자치도 제주시 탑동로 38 이마트,제주특별자치도 제주시 삼도이동 1259,1,,,33.51797485,126.5211773,
제주시,삼양동,삼양온누리약국,070-8900-4480,63318,"제주특별자치도 제주시 일주동로 393, 1층 (삼양이동)",제주특별자치도 제주시 삼양이동 2139번지 9호,1,,,33.52153791,126.586961,
제주시,삼양동,삼양약국,064-758-1734,63321,"제주특별자치도 제주시 일주동로 366, 1층 (삼양이동)",제주특별자치도 제주시 삼양이동 2177번지 19호,1,,,33.52088417,126.5840802,
제주시,삼양동,푸른약국,064-722-0599,63322,"제주특별자치도 제주시 화삼북로 63, 삼화빌딩 1층 102호 (삼양이동)",제주특별자치도 제주시 삼양이동 2300번지 9호 삼화빌딩,1,,,33.51749917,126.5798668,
제주시,삼양동,대원온누리약국,064-727-1190,63322,"제주특별자치도 제주시 화삼북로 139, 1층 (삼양이동)",제주특별자치도 제주시 삼양이동 2332번지 6호 1층,1,,,33.5172612,126.5879882,
서귀포시,서귀동,다나약국,064-762-6354,63590,제주특별자치도 서귀포시 일주동로 8675 (서귀동),제주특별자치도 서귀포시 서귀동 284번지 7호,1,,,33.25301903,126.5616892,
서귀포시,서귀동,열방약국,064-732-1190,63590,제주특별자치도 서귀포시 일주동로 8673 (서귀동),제주특별자치도 서귀포시 서귀동 284-34,1,,,33.25303755,126.5618265,
서귀포시,서귀동,동문약국,064-767-4889,63590,"제주특별자치도 서귀포시 중정로 109, 102호 (서귀동)",제주특별자치도 서귀포시 서귀동 251번지 6호,1,,,33.24883285,126.5681571,
서귀포시,서귀동,현강약국,064-762-6050,63590,제주특별자치도 서귀포시 동문로 5 (서귀동),제주특별자치도 서귀포시 서귀동 284번지 5호,1,,,33.25234235,126.5620703,
서귀포시,서귀동,동산프라자약국,064-762-3532,63591,제주특별자치도 서귀포시 중앙로 86 (서귀동),제주특별자치도 서귀포시 서귀동 287번지 3호,1,,,33.25227118,126.5613195,
서귀포시,서귀동,서울약국,064-762-3530,63591,제주특별자치도 서귀포시 중정로 71 (서귀동),제주특별자치도 서귀포시 서귀동 274번지 9호,1,,,33.24818365,126.564014,
서귀포시,서귀동,유선약국,064-762-3273,63591,제주특별자치도 서귀포시 중정로73번길 3-1 (서귀동),제주특별자치도 서귀포시 서귀동 274번지 13호,1,,,33.24846473,126.5639482,
서귀포시,서귀동,중앙약국,064-762-4958,63591,제주특별자치도 서귀포시 중정로 65 (서귀동),제주특별자치도 서귀포시 서귀동 274번지 4호,1,,,33.2480513,126.5632978,
서귀포시,서귀동,종로약국,064-733-0307,63591,"제주특별자치도 서귀포시 중앙로42번길 8, 강원청과 (서귀동)",제주특별자치도 서귀포시 서귀동 293-19 강원청과,1,,,33.24810113,126.5631087,
서귀포시,서귀동,은성약국,064-732-1346,63591,제주특별자치도 서귀포시 중앙로42번길 46 (서귀동),제주특별자치도 서귀포시 서귀동 256번지 1호,1,,,33.24932421,126.5663347,
서귀포시,서귀동,삼일약국,064-733-3031,63592,제주특별자치도 서귀포시 중앙로 37 (서귀동),제주특별자치도 서귀포시 서귀동 294번지 21호,1,,,33.24799839,126.5615855,
서귀포시,서귀동,새현대약국,064-733-6143,63592,"제주특별자치도 서귀포시 중앙로 35-1, 현대약국 (서귀동)",제주특별자치도 서귀포시 서귀동 294-30,1,,,33.24785988,126.5616117,
서귀포시,서귀동,서귀포약국,064-762-6000,63593,제주특별자치도 서귀포시 중앙로 89 (서귀동),제주특별자치도 서귀포시 서귀동 301번지 10호,1,,,33.25259621,126.560425,
서귀포시,서귀동,김약국,064-732-7052,63595,제주특별자치도 서귀포시 중정로 54-1 (서귀동),제주특별자치도 서귀포시 서귀동 425번지 1호,1,,,33.24751016,126.5622275,
서귀포시,서귀동,동의당약국,064-732-0195,63595,제주특별자치도 서귀포시 이중섭로 1 (서귀동),제주특별자치도 서귀포시 서귀동 406번지 15호,1,,,33.24791413,126.56429,
서귀포시,서귀동,늘푸른약국,064-762-1259,63595,"제주특별자치도 서귀포시 중정로 50 (서귀동, 늘푸른약국)",제주특별자치도 서귀포시 서귀동 427-14,1,,,33.24738561,126.5616787,
서귀포시,서귀동,민제약국,064-732-3646,63595,제주특별자치도 서귀포시 중정로 66-2 (서귀동),제주특별자치도 서귀포시 서귀동 370번지 29호,1,,,33.24778886,126.5635352,
서귀포시,서귀동,광진당약국,064-732-8275,63595,제주특별자치도 서귀포시 중정로 68 (서귀동),제주특별자치도 서귀포시 서귀동 370번지 16호,1,,,33.24780718,126.5636167,
서귀포시,서귀동,오름약국,064-803-0550,63595,"제주특별자치도 서귀포시 중정로 70, 1층 (서귀동)",제주특별자치도 서귀포시 서귀동 370번지 12호,1,,,33.24777735,126.5638342,
서귀포시,서귀동,수정약국,064-762-2779,63596,제주특별자치도 서귀포시 태평로 424 (서귀동),제주특별자치도 서귀포시 서귀동 555번지 4호,1,,,33.24513435,126.5655657,
서귀포시,서호동,연이수온누리약국,064-738-3443,63568,"제주특별자치도 서귀포시 서호남로 91, 1층 105호 (서호동, 서귀포혁신 사랑으로 부영아파트)",제주특별자치도 서귀포시 서호동 1534번지 서귀포혁신 사랑으로 부영아파트,1,,,33.25314802,126.522288,
서귀포시,서홍동,광장약국,064-733-1733,63584,제주특별자치도 서귀포시 중앙로 113 (서홍동),제주특별자치도 서귀포시 서홍동 397-80,1,,,33.25480002,126.560487,
서귀포시,서홍동,최고약국,064-762-8696,63584,제주특별자치도 서귀포시 일주동로 8696 (서홍동),제주특별자치도 서귀포시 서홍동 441번지 24호,1,,,33.25310456,126.559358,
서귀포시,성산읍,제일약국,064-783-0606,63640,제주특별자치도 서귀포시 성산읍 동류암로36번길  23,제주특별자치도 서귀포시 성산읍 고성리 313번지 5호,1,,,33.44961717,126.9150752,
서귀포시,성산읍,태양약국,064-784-7817,63640,제주특별자치도 서귀포시 성산읍 고성오조로  67,제주특별자치도 서귀포시 성산읍 1131번지 3호,1,,,33.44958077,126.9145934,
서귀포시,성산읍,제주사랑약국,064-782-3075,63640,제주특별자치도 서귀포시 성산읍 고성오조로 74,제주특별자치도 서귀포시 성산읍 고성리 308번지 2호,1,,,33.45025182,126.9149541,
서귀포시,성산읍,동남온누리약국,064-782-5417,63641,"제주특별자치도 서귀포시 성산읍 일출로 4, 케이빌딩",제주특별자치도 서귀포시 성산읍 고성리 1100-13 케이빌딩,1,,,33.44711975,126.9132962,
